,news_id,category_id
157,100129,2
158,10013,2
159,100130,2
160,100131,2
161,100132,4
162,100133,4
163,100134,8
164,100135,2
165,100136,6
166,100137,4
167,100138,3
168,100139,3
169,10014,5
170,100140,3
171,100141,2
172,100142,7
173,100143,2
174,100144,6
175,100145,7
176,100146,2
177,100147,4
178,100148,7
179,100149,2
180,100149,5
181,10015,5
182,100150,5
183,100151,6
184,100152,6
185,100153,4
186,100154,7
187,100155,2
188,100156,4
189,100157,4
190,100158,3
191,100159,3
192,10016,4
193,100160,4
194,100161,4
195,100162,3
196,100163,2
197,100164,4
198,100165,3
199,100166,2
200,100167,2
201,100168,3
202,100169,7
203,10017,3
204,100170,3
205,100171,3
206,100172,7
207,100173,5
208,100174,6
209,100175,6
210,100176,4
211,100177,3
212,100178,7
213,100179,7
214,10018,5
215,100180,6
216,100181,4
217,100182,2
218,100182,4
219,100183,2
220,100184,6
221,100185,6
222,100186,3
223,100187,3
224,100188,3
225,100189,3
226,10019,6
227,100190,2
228,100191,5
229,100192,4
230,100193,3
231,100194,3
232,100195,3
233,100196,8
234,100197,6
235,100198,6
236,100199,6
237,1002,7
238,10020,8
239,100200,6
240,100201,4
241,100202,7
242,100203,6
243,100204,4
244,100205,3
245,100206,3
246,100207,8
247,100208,4
248,100209,6
249,10021,2
250,100210,4
251,100211,3
252,100212,7
253,100213,6
254,100214,6
255,100215,4
256,100216,3
257,100217,2
258,100218,6
259,100219,4
260,10022,2
261,100220,3
262,100221,8
263,100222,6
264,100223,6
265,100224,6
266,100225,4
267,100226,2
268,100227,6
269,100228,6
270,100229,6
271,10023,2
272,10023,6
273,100230,8
274,100231,7
275,100232,7
276,100233,2
277,100234,6
278,100235,4
279,100236,4
280,100237,3
281,100238,3
282,100239,7
283,10024,2
284,100240,7
285,100241,7
286,100242,7
287,100243,2
288,100243,6
289,100244,2
290,100245,6
291,100246,4
292,100247,6
293,100248,3
294,100249,3
295,10025,3
296,100250,6
297,100251,7
298,100252,2
299,100253,3
300,100254,3
301,100255,2
302,100256,6
303,100257,8
304,100258,7
305,100259,4
306,10026,7
307,100260,3
308,100261,7
309,100262,2
310,100263,5
311,100264,6
312,100265,4
313,100266,6
314,100267,4
315,100268,2
316,100269,5
317,10027,2
318,100270,5
319,100271,5
320,100272,5
321,100273,4
322,100274,7
323,100275,7
324,100276,2
325,100277,7
326,100278,7
327,100279,5
328,10028,4
329,100280,4
330,100281,3
331,100282,2
332,100283,2
333,100284,6
334,100285,4
335,100286,2
336,100287,4
337,100288,7
338,100289,6
339,10029,7
340,100290,7
341,100291,5
342,100292,5
343,100293,5
344,100294,5
345,100295,5
346,100296,5
347,100297,5
348,100298,5
349,100299,2
350,1003,7
351,10030,7
352,100300,3
353,100301,6
354,100302,6
355,100303,4
356,100304,3
357,100305,3
358,100306,2
359,100306,5
360,100306,6
361,100307,5
362,100308,6
363,100309,6
364,10031,7
365,100310,4
366,100311,3
367,100312,3
368,100313,8
369,100314,7
370,100315,6
371,100316,6
372,100317,4
373,100318,3
374,100319,3
375,10032,5
376,100320,3
377,100321,8
378,100322,7
379,100323,6
380,100324,3
381,100325,7
382,100326,5
383,100327,6
384,100328,8
385,100329,8
386,10033,5
387,100330,2
388,100331,3
389,100332,8
390,100333,7
391,100334,6
392,100335,6
393,100336,6
394,100337,6
395,100338,6
396,100339,3
397,10034,5
398,100340,6
399,100341,4
400,100342,3
401,100343,7
402,100344,2
403,100345,6
404,100346,3
405,100347,3
406,100348,3
407,100349,3
408,10035,4
409,100350,7
410,100351,7
411,100352,3
412,100353,4
413,100354,5
414,100355,4
415,100356,3
416,100357,7
417,100358,7
418,100359,5
419,100359,6
420,10036,4
421,100360,6
422,100361,5
423,100362,1
424,100362,5
425,100363,2
426,100364,7
427,100365,6
428,100366,4
429,100367,2
430,100368,7
431,100369,3
432,10037,3
433,100370,3
434,100371,3
435,100372,3
436,100373,7
437,100374,5
438,100375,6
439,100376,3
440,100377,2
441,100378,4
442,100379,6
443,10038,7
444,100380,4
445,100381,6
446,100382,3
447,100383,7
448,100384,6
449,100385,6
450,100386,4
451,100387,6
452,100388,6
453,100389,6
454,10039,2
455,100390,2
456,100391,4
457,100392,3
458,100393,3
459,100394,8
460,100395,6
461,100396,8
462,100397,7
463,100398,4
464,100399,3
465,1004,7
466,10040,5
467,100400,3
468,100401,4
469,100402,5
470,100403,6
471,100404,6
472,100405,3
473,100406,3
474,100407,7
475,100408,2
476,100409,2
477,10041,6
478,100410,5
479,100410,8
480,100411,4
481,100412,3
482,100413,7
483,100414,7
484,100415,2
485,100415,3
486,100416,2
487,100417,5
488,100418,6
489,100419,6
490,10042,6
491,100420,4
492,100421,3
493,100422,3
494,100423,6
495,100424,4
496,100425,3
497,100426,3
498,100427,7
499,100428,2
500,100428,6
501,100429,2
502,10043,6
503,100430,5
504,100431,4
505,100432,6
506,100433,2
507,100434,5
508,100435,5
509,100436,3
510,100437,4
511,100438,5
512,100439,7
513,10044,7
514,100440,5
515,100441,3
516,100442,8
517,100443,6
518,100444,3
519,100445,8
520,100446,4
521,100447,3
522,100448,2
523,100449,2
524,10045,6
525,100450,4
526,100451,4
527,100452,6
528,100453,4
529,100454,6
530,100455,5
531,100456,2
532,100457,2
533,100458,3
534,100459,6
535,10046,6
536,100460,4
537,100461,2
538,100461,4
539,100461,7
540,100462,4
541,100463,3
542,100464,4
543,100465,3
544,100466,3
545,100467,6
546,100468,2
547,100469,4
548,10047,6
549,100470,2
550,100471,4
551,100472,5
552,100473,4
553,100474,5
554,100475,6
555,100476,4
556,100477,2
557,100478,5
558,100479,4
559,10048,6
560,100480,2
561,100481,5
562,100482,3
563,100483,3
564,100484,4
565,100485,5
566,100486,2
567,100487,6
568,100488,4
569,100489,7
570,10049,4
571,100490,4
572,100491,2
573,100492,2
574,100493,2
575,100494,4
576,100495,4
577,100496,6
578,100497,4
579,100498,5
580,100499,2
581,1005,2
582,10050,5
583,100500,4
584,100501,2
585,100502,2
586,100503,3
587,100504,4
588,100505,4
589,100506,4
590,100507,5
591,100508,4
592,100509,3
593,10051,3
594,100510,4
595,100511,4
596,100512,4
597,100513,7
598,100514,3
599,100515,6
600,100516,3
601,100517,6
602,100518,2
603,100519,4
604,10052,6
605,100520,3
606,100521,6
607,100522,3
608,100523,4
609,100524,4
610,100525,3
611,100526,3
612,100527,3
613,100528,4
614,100529,3
615,10053,5
616,100530,6
617,100531,7
618,100532,4
619,100533,3
620,100534,2
621,100534,5
622,100534,7
623,100535,5
624,100536,3
625,100537,3
626,100538,2
627,100539,7
628,10054,4
629,100540,3
630,100541,2
631,100541,5
632,100541,7
633,100542,6
634,100543,7
635,100544,6
636,100545,3
637,100546,2
638,100547,2
639,100548,3
640,100549,3
641,10055,4
642,100550,4
643,100551,3
644,100552,5
645,100553,2
646,100554,7
647,100555,7
648,100556,7
649,100557,3
650,100558,4
651,100559,3
652,10056,3
653,100560,3
654,100561,7
655,100562,6
656,100563,2
657,100563,5
658,100564,5
659,100565,4
660,100566,3
661,100567,7
662,100568,3
663,100569,6
664,100569,7
665,10057,2
666,10057,6
667,100570,7
668,100571,7
669,100572,6
670,100572,7
671,100573,7
672,100574,7
673,100575,7
674,100576,7
675,100577,7
676,100578,7
677,100579,7
678,10058,4
679,100580,7
680,100581,6
681,100581,7
682,100582,3
683,100582,6
684,100582,7
685,100583,7
686,100584,7
687,100585,7
688,100586,7
689,100587,7
690,100588,7
691,100589,7
692,10059,2
693,100590,7
694,100591,7
695,100592,2
696,100593,2
697,100594,2
698,100595,2
699,100596,2
700,100597,2
701,100598,2
702,100599,2
703,1006,2
704,10060,2
705,100600,2
706,100601,2
707,100602,2
708,100603,2
709,100603,5
710,100604,2
711,100605,2
712,100606,2
713,100607,2
714,100608,2
715,100608,5
716,100609,2
717,10061,4
718,100610,2
719,100611,2
720,100612,2
721,100613,2
722,100614,2
723,100615,2
724,100616,2
725,100617,2
726,100618,2
727,100619,5
728,10062,2
729,100620,5
730,100621,5
731,100622,5
732,100623,5
733,100624,5
734,100625,5
735,100626,5
736,100627,5
737,100628,5
738,100629,5
739,10063,7
740,100630,5
741,100631,5
742,100632,5
743,100633,5
744,100634,5
745,100635,5
746,100636,5
747,100637,5
748,100638,5
749,100639,5
750,10064,6
751,100640,5
752,100641,5
753,100642,5
754,100643,5
755,100644,5
756,100645,5
757,100646,6
758,100647,6
759,100648,6
760,100649,6
761,10065,6
762,100650,6
763,100651,6
764,100652,6
765,100653,6
766,100654,6
767,100655,6
768,100656,6
769,100657,6
770,100658,6
771,100659,6
772,10066,2
773,100660,6
774,100661,6
775,100662,6
776,100663,6
777,100664,6
778,100665,6
779,100666,6
780,100667,6
781,100668,6
782,100669,6
783,10067,5
784,100670,6
785,100671,6
786,100672,4
787,100673,4
788,100674,4
789,100675,4
790,100676,4
791,100677,4
792,100678,4
793,100679,4
794,10068,5
795,100680,4
796,100681,4
797,100682,4
798,100683,4
799,100684,4
800,100685,4
801,100686,4
802,100687,4
803,100688,4
804,100689,4
805,10069,7
806,100690,4
807,100691,4
808,100692,4
809,100693,4
810,100694,4
811,100695,4
812,100696,4
813,100697,4
814,100698,4
815,100699,4
816,1007,2
817,10070,7
818,100700,4
819,100701,4
820,100702,3
821,100703,3
822,100704,3
823,100705,3
824,100706,3
825,100707,3
826,100708,3
827,100709,3
828,10071,4
829,100710,3
830,100711,3
831,100712,3
832,100713,3
833,100714,3
834,100715,3
835,100716,3
836,100717,3
837,100718,3
838,100719,3
839,10072,3
840,100720,3
841,100721,3
842,100722,3
843,100723,3
844,100724,3
845,100725,3
846,100726,3
847,100727,3
848,100728,3
849,100729,3
850,10073,5
851,100730,3
852,100731,8
853,100732,8
854,100733,8
855,100734,8
856,100735,8
857,100736,8
858,100737,8
859,100738,8
860,100739,8
861,10074,6
862,100740,8
863,100741,8
864,100742,8
865,100743,8
866,100744,4
867,100745,3
868,100746,4
869,100747,2
870,100748,4
871,100749,1
872,100749,7
873,10075,3
874,100750,2
875,100751,2
876,100752,2
877,100753,2
878,100754,5
879,100755,5
880,100756,6
881,100757,3
882,100758,2
883,100759,2
884,10076,5
885,100760,2
886,100761,4
887,100762,4
888,100763,4
889,100764,7
890,100765,2
891,100766,2
892,100767,2
893,100768,2
894,100769,2
895,10077,5
896,100770,2
897,100771,2
898,100772,2
899,100773,2
900,100774,2
901,100775,2
902,100776,2
903,100777,2
904,100778,2
905,100779,2
906,10078,6
907,100780,2
908,100781,2
909,100782,2
910,100783,5
911,100784,5
912,100785,5
913,100786,5
914,100786,8
915,100787,5
916,100788,5
917,100789,5
918,10079,6
919,100790,5
920,100790,8
921,100791,5
922,100792,5
923,100793,5
924,100794,5
925,100794,6
926,100795,6
927,100796,6
928,100797,6
929,100798,6
930,100799,6
931,1008,2
932,10080,6
933,100800,6
934,100801,6
935,100802,6
936,100803,6
937,100804,6
938,100805,6
939,100806,6
940,100807,6
941,100808,6
942,100809,6
943,10081,5
944,100810,6
945,100811,6
946,100812,6
947,100813,6
948,100814,4
949,100815,4
950,100816,4
951,100817,4
952,100818,4
953,100819,4
954,10082,6
955,100820,4
956,100821,4
957,100822,4
958,100823,4
959,100824,4
960,100825,4
961,100826,4
962,100827,4
963,100828,4
964,100829,4
965,10083,6
966,100830,4
967,100831,4
968,100832,4
969,100833,4
970,100834,4
971,100835,4
972,100836,4
973,100837,4
974,100838,4
975,100839,3
976,10084,6
977,100840,3
978,100841,3
979,100842,3
980,100843,3
981,100844,3
982,100845,3
983,100846,3
984,100847,3
985,100848,3
986,100849,3
987,10085,4
988,100850,3
989,100851,3
990,100852,3
991,100853,3
992,100854,3
993,100855,3
994,100856,3
995,100857,3
996,100858,3
997,100859,3
998,10086,3
999,100860,3
1000,100861,3
1001,100862,3
1002,100863,3
1003,100864,8
1004,100865,8
1005,100866,8
1006,100867,8
1007,100868,8
1008,100869,2
1009,10087,7
1010,100870,6
1011,100871,4
1012,100872,4
1013,100873,3
1014,100874,6
1015,100875,2
1016,100876,4
1017,100877,6
1018,100878,6
1019,100879,4
1020,10088,4
1021,100880,2
1022,100881,6
1023,100882,4
1024,100883,3
1025,100884,3
1026,100885,5
1027,100886,4
1028,100887,3
1029,100888,3
1030,100889,3
1031,10089,3
1032,100890,7
1033,100891,7
1034,100892,2
1035,100893,3
1036,100894,4
1037,100895,7
1038,100896,2
1039,100897,3
1040,100898,3
1041,100899,3
1042,1009,2
1043,10090,6
1044,100900,7
1045,100901,3
1046,100902,4
1047,100903,3
1048,100904,4
1049,100905,4
1050,100906,7
1051,100907,4
1052,100908,3
1053,100909,3
1054,10091,6
1055,100910,4
1056,100911,3
1057,100912,3
1058,100913,3
1059,100914,2
1060,100915,3
1061,100916,4
1062,100917,3
1063,100918,3
1064,100919,2
1065,100919,7
1066,10092,6
1067,100920,3
1068,100921,3
1069,100922,2
1070,100923,2
1071,100924,3
1072,100925,3
1073,100926,3
1074,100927,3
1075,100928,4
1076,100929,4
1077,10093,7
1078,100930,3
1079,100931,4
1080,100932,2
1081,100933,3
1082,100934,3
1083,100935,2
1084,100936,7
1085,100937,3
1086,100938,7
1087,100939,5
1088,100939,6
1089,10094,7
1090,100940,4
1091,100941,3
1092,100942,3
1093,100943,3
1094,100944,3
1095,100945,3
1096,100946,3
1097,100947,3
1098,100948,3
1099,100949,3
1100,10095,7
1101,100950,3
1102,100951,3
1103,100952,3
1104,100953,4
1105,100954,3
1106,100955,3
1107,100956,2
1108,100957,3
1109,100958,3
1110,100959,3
1111,10096,7
1112,100960,3
1113,100961,6
1114,100962,3
1115,100963,5
1116,100964,3
1117,100965,3
1118,100966,2
1119,100967,6
1120,100968,3
1121,100969,3
1122,10097,7
1123,100970,6
1124,100971,3
1125,100972,3
1126,100973,3
1127,100974,3
1128,100975,3
1129,100976,3
1130,100977,4
1131,100978,3
1132,100979,3
1133,10098,7
1134,100980,5
1135,100981,2
1136,100981,4
1137,100982,3
1138,100983,6
1139,100984,3
1140,100985,2
1141,100986,3
1142,100987,3
1143,100988,3
1144,100989,3
1145,10099,2
1146,10099,6
1147,100990,3
1148,100991,3
1149,100992,3
1150,100993,5
1151,100994,3
1152,100995,7
1153,100996,3
1154,100997,6
1155,100997,7
1156,100998,2
1157,100999,7
1158,101,6
1159,1010,2
1160,10100,6
1161,101000,2
1162,101001,2
1163,101002,2
1164,101003,4
1165,101004,6
1166,101005,2
1167,101005,4
1168,101006,2
1169,101007,2
1170,101008,3
1171,101009,5
1172,10101,6
1173,101010,6
1174,101011,2
1175,101012,5
1176,101013,2
1177,101013,4
1178,101014,7
1179,101015,5
1180,101015,7
1181,101016,2
1182,101017,2
1183,101018,2
1184,101018,5
1185,101018,7
1186,101019,4
1187,10102,6
1188,101020,3
1189,101021,2
1190,101022,4
1191,101023,6
1192,101024,3
1193,101025,5
1194,101025,6
1195,101026,3
1196,101027,2
1197,101028,7
1198,101029,4
1199,10103,6
1200,101030,6
1201,101031,2
1202,101032,4
1203,101033,6
1204,101034,2
1205,101035,2
1206,101036,4
1207,101037,3
1208,101038,5
1209,101039,5
1210,10104,6
1211,10104,7
1212,101040,5
1213,101041,6
1214,101042,4
1215,101043,3
1216,101044,5
1217,101045,5
1218,101046,2
1219,101047,6
1220,101048,2
1221,101048,5
1222,101049,4
1223,10105,5
1224,101050,5
1225,101051,5
1226,101052,5
1227,101053,5
1228,101054,5
1229,101055,5
1230,101056,4
1231,101057,5
1232,101058,3
1233,101059,5
1234,10106,4
1235,101060,5
1236,101061,5
1237,101062,7
1238,101063,4
1239,101064,4
1240,101065,2
1241,101066,5
1242,101067,4
1243,101068,5
1244,101069,4
1245,10107,3
1246,101070,3
1247,101071,3
1248,101072,3
1249,101073,5
1250,101074,6
1251,101075,4
1252,101076,3
1253,101077,3
1254,101078,3
1255,101079,5
1256,10108,5
1257,101080,5
1258,101081,5
1259,101082,6
1260,101083,4
1261,101084,3
1262,101085,3
1263,101086,5
1264,101087,5
1265,101088,4
1266,101089,3
1267,10109,6
1268,101090,5
1269,101091,4
1270,101092,5
1271,101093,2
1272,101094,5
1273,101095,5
1274,101096,6
1275,101097,4
1276,101098,4
1277,101099,4
1278,1011,2
1279,10110,6
1280,101100,5
1281,101101,6
1282,101102,6
1283,101103,3
1284,101104,3
1285,101105,3
1286,101106,5
1287,101107,5
1288,101108,5
1289,101109,2
1290,10111,4
1291,101110,2
1292,101111,5
1293,101112,5
1294,101113,6
1295,101114,4
1296,101115,4
1297,101116,4
1298,101117,3
1299,101118,3
1300,101119,2
1301,10112,5
1302,101120,5
1303,101121,6
1304,101122,4
1305,101123,4
1306,101124,3
1307,101125,6
1308,101126,4
1309,101127,6
1310,101128,4
1311,101129,4
1312,10113,5
1313,101130,4
1314,101131,3
1315,101132,4
1316,101133,7
1317,101134,3
1318,101135,5
1319,101135,8
1320,101136,3
1321,101137,5
1322,101138,5
1323,101139,4
1324,10114,7
1325,101140,6
1326,101141,4
1327,101142,4
1328,101143,4
1329,101144,4
1330,101145,4
1331,101146,4
1332,101147,3
1333,101148,5
1334,101149,6
1335,10115,2
1336,10115,6
1337,101150,4
1338,101151,5
1339,101152,6
1340,101153,4
1341,101154,4
1342,101155,7
1343,101156,4
1344,101157,3
1345,101158,5
1346,101159,4
1347,10116,6
1348,101160,7
1349,101161,5
1350,101162,6
1351,101163,6
1352,101164,7
1353,101165,4
1354,101166,3
1355,101167,6
1356,101168,4
1357,101169,7
1358,10117,2
1359,101170,6
1360,101171,4
1361,101172,4
1362,101173,2
1363,101174,7
1364,101175,7
1365,101176,2
1366,101177,6
1367,101178,2
1368,101179,3
1369,10118,2
1370,101180,7
1371,101181,7
1372,101182,5
1373,101183,4
1374,101184,7
1375,101185,7
1376,101186,6
1377,101187,7
1378,101188,2
1379,101189,7
1380,10119,2
1381,101190,3
1382,101191,3
1383,101192,4
1384,101193,5
1385,101194,4
1386,101195,4
1387,101196,2
1388,101197,5
1389,101198,5
1390,101199,5
1391,1012,2
1392,10120,2
1393,101200,4
1394,101201,3
1395,101202,6
1396,101203,4
1397,101204,5
1398,101205,5
1399,101206,4
1400,101207,7
1401,101208,5
1402,101209,4
1403,10121,2
1404,101210,4
1405,101211,2
1406,101212,3
1407,101213,2
1408,101213,5
1409,101214,4
1410,101215,4
1411,101216,4
1412,101217,4
1413,101218,3
1414,101219,2
1415,10122,2
1416,101220,6
1417,101221,5
1418,101222,3
1419,101223,4
1420,101224,3
1421,101225,3
1422,101226,7
1423,101227,5
1424,101228,5
1425,101229,3
1426,10123,2
1427,101230,2
1428,101231,5
1429,101232,2
1430,101233,4
1431,101234,3
1432,101235,2
1433,101236,5
1434,101237,2
1435,101238,7
1436,101239,2
1437,10124,2
1438,101240,3
1439,101241,2
1440,101242,4
1441,101243,4
1442,101244,5
1443,101245,7
1444,101246,2
1445,101247,3
1446,101248,7
1447,101249,7
1448,10125,4
1449,101250,2
1450,101251,5
1451,101252,6
1452,101253,1
1453,101254,6
1454,101255,6
1455,101256,6
1456,101257,4
1457,101258,7
1458,101259,3
1459,10126,3
1460,101260,7
1461,101261,2
1462,101262,5
1463,101263,6
1464,101264,3
1465,101265,7
1466,101266,7
1467,101267,7
1468,101268,4
1469,101269,3
1470,10127,2
1471,101270,6
1472,101271,4
1473,101272,4
1474,101273,3
1475,101274,5
1476,101275,6
1477,101276,4
1478,101277,2
1479,101278,7
1480,101279,5
1481,10128,4
1482,101280,5
1483,101281,5
1484,101282,3
1485,101283,5
1486,101284,4
1487,101285,7
1488,101286,2
1489,101287,7
1490,101288,2
1491,101289,6
1492,10129,4
1493,101290,6
1494,101291,4
1495,101292,7
1496,101293,7
1497,101294,1
1498,101294,4
1499,101295,2
1500,101296,2
1501,101296,7
1502,101297,6
1503,101298,5
1504,101299,5
1505,1013,2
1506,10130,2
1507,101300,6
1508,101301,4
1509,101302,1
1510,101302,4
1511,101303,5
1512,101304,6
1513,101305,1
1514,101305,4
1515,101306,3
1516,101307,7
1517,101308,3
1518,101309,5
1519,10131,4
1520,101310,5
1521,101311,7
1522,101312,3
1523,101313,7
1524,101314,2
1525,101315,4
1526,101316,1
1527,101316,4
1528,101317,5
1529,101318,1
1530,101318,4
1531,101319,6
1532,10132,2
1533,101320,4
1534,101321,1
1535,101321,4
1536,101322,3
1537,101323,6
1538,101324,4
1539,101325,5
1540,101326,3
1541,101327,7
1542,101328,5
1543,101329,5
1544,10133,2
1545,101330,4
1546,101331,4
1547,101332,3
1548,101333,2
1549,101334,4
1550,101335,2
1551,101336,7
1552,101337,7
1553,101338,4
1554,101339,4
1555,10134,6
1556,101340,3
1557,101341,4
1558,101342,5
1559,101343,6
1560,101344,3
1561,101345,3
1562,101346,3
1563,101347,7
1564,101348,7
1565,101349,2
1566,10135,6
1567,101350,3
1568,101351,3
1569,101351,7
1570,101352,6
1571,101353,4
1572,101354,4
1573,101355,4
1574,101356,4
1575,101357,6
1576,101358,4
1577,101359,2
1578,10136,3
1579,101360,6
1580,101361,4
1581,101362,4
1582,101363,2
1583,101364,2
1584,101365,3
1585,101366,3
1586,101367,6
1587,101368,3
1588,101369,2
1589,10137,2
1590,10137,5
1591,101370,4
1592,101371,3
1593,101372,3
1594,101373,4
1595,101374,2
1596,101375,4
1597,101376,2
1598,101377,3
1599,101378,4
1600,101379,4
1601,10138,6
1602,101380,2
1603,101381,2
1604,101382,7
1605,101383,3
1606,101384,5
1607,101385,2
1608,101385,4
1609,101386,6
1610,101387,7
1611,101388,2
1612,101389,5
1613,10139,3
1614,101390,7
1615,101391,7
1616,101392,2
1617,101393,2
1618,101394,3
1619,101395,4
1620,101396,4
1621,101397,4
1622,101398,4
1623,101399,2
1624,1014,2
1625,10140,7
1626,101400,4
1627,101401,3
1628,101402,7
1629,101403,2
1630,101404,6
1631,101405,6
1632,101406,6
1633,101407,4
1634,101408,3
1635,101409,7
1636,10141,7
1637,101410,4
1638,101411,3
1639,101412,3
1640,101413,2
1641,101414,3
1642,101415,4
1643,101416,3
1644,101417,3
1645,101418,2
1646,101419,2
1647,10142,6
1648,101420,5
1649,101421,3
1650,101422,3
1651,101423,4
1652,101424,3
1653,101425,5
1654,101426,4
1655,101427,3
1656,101428,7
1657,101429,3
1658,10143,6
1659,101430,3
1660,101431,2
1661,101432,3
1662,101433,2
1663,101434,4
1664,101435,2
1665,101435,5
1666,101436,4
1667,101437,3
1668,101438,3
1669,101439,4
1670,10144,4
1671,101440,7
1672,101441,4
1673,101442,3
1674,101443,2
1675,101444,6
1676,101445,6
1677,101446,3
1678,101447,3
1679,101448,4
1680,101449,2
1681,10145,3
1682,101450,3
1683,101451,3
1684,101452,3
1685,101453,3
1686,101454,4
1687,101455,3
1688,101456,4
1689,101457,3
1690,101458,3
1691,101459,3
1692,10146,5
1693,101460,3
1694,101461,4
1695,101462,3
1696,101463,3
1697,101464,3
1698,101465,3
1699,101466,3
1700,101467,3
1701,101468,3
1702,101469,3
1703,10147,4
1704,101470,3
1705,101471,3
1706,101472,7
1707,101473,3
1708,101474,2
1709,101475,4
1710,101476,3
1711,101477,3
1712,101478,3
1713,101479,3
1714,10148,6
1715,101480,6
1716,101481,7
1717,101482,7
1718,101483,3
1719,101484,3
1720,101485,3
1721,101486,4
1722,101487,3
1723,101488,7
1724,101489,7
1725,10149,4
1726,101490,2
1727,101491,4
1728,101492,2
1729,101493,7
1730,101494,7
1731,101495,3
1732,101496,7
1733,101497,6
1734,101498,3
1735,101499,3
1736,1015,2
1737,10150,4
1738,101500,6
1739,101501,3
1740,101502,3
1741,101503,2
1742,101504,3
1743,101505,3
1744,101506,3
1745,101507,4
1746,101508,2
1747,101509,5
1748,10151,5
1749,101510,6
1750,101511,3
1751,101512,2
1752,101513,3
1753,101514,4
1754,101515,5
1755,101516,6
1756,101517,3
1757,101518,6
1758,101519,5
1759,10152,4
1760,101520,6
1761,101521,4
1762,101522,3
1763,101523,5
1764,101524,6
1765,101524,7
1766,101525,6
1767,101526,5
1768,101526,6
1769,101527,2
1770,101528,5
1771,101529,4
1772,10153,3
1773,101530,7
1774,101531,3
1775,101532,5
1776,101533,4
1777,101534,2
1778,101535,4
1779,101536,8
1780,101537,3
1781,101538,5
1782,101539,5
1783,10154,8
1784,101540,4
1785,101541,3
1786,101542,5
1787,101543,4
1788,101544,4
1789,101545,6
1790,101546,4
1791,101547,3
1792,101548,3
1793,101549,2
1794,10155,4
1795,101550,4
1796,101551,3
1797,101552,4
1798,101553,3
1799,101554,2
1800,101555,6
1801,101556,7
1802,101557,6
1803,101558,3
1804,101559,6
1805,10156,6
1806,101560,6
1807,101561,2
1808,101562,6
1809,101563,4
1810,101564,2
1811,101565,5
1812,101566,4
1813,101567,6
1814,101568,2
1815,101568,6
1816,101569,4
1817,10157,6
1818,101570,4
1819,101571,4
1820,101572,2
1821,101573,2
1822,101574,2
1823,101575,2
1824,101576,2
1825,101577,2
1826,101578,2
1827,101579,3
1828,10158,6
1829,101580,5
1830,101581,2
1831,101582,2
1832,101583,2
1833,101584,6
1834,101585,4
1835,101586,4
1836,101587,2
1837,101588,4
1838,101589,4
1839,10159,4
1840,101590,6
1841,101591,6
1842,101592,4
1843,101593,6
1844,101594,6
1845,101595,4
1846,101596,3
1847,101597,2
1848,101598,6
1849,101599,3
1850,1016,2
1851,10160,3
1852,101600,5
1853,101601,5
1854,101602,5
1855,101603,5
1856,101604,5
1857,101605,5
1858,101606,5
1859,101607,5
1860,101608,5
1861,101609,5
1862,10161,6
1863,10161,7
1864,101610,5
1865,101611,5
1866,101612,5
1867,101613,5
1868,101614,5
1869,101615,5
1870,101616,5
1871,101617,5
1872,101618,5
